text,sa_coarse,sa_fine_modified
🤔,EXPRESSIVE,expressEMOJI
Mein Traum: #Merkel vor dem Kriegsverbrechertribunal in Den Haag,EXPRESSIVE,WISH
"Ein Afrikaner der in China lebt oder geboren ist, ist dann WAS?",DIRECTIVE,REQUEST
🔥🔥🔥,EXPRESSIVE,expressEMOJI
Jeden Tag mehrere Kapitalverbrechen von JENEN!,ASSERTIVE,ASSERT
@Dimmo52 @Fern_Schreiber,DIRECTIVE,ADDRESS
Das ist keine Hetze?,DIRECTIVE,REQUEST
@EGutkin,DIRECTIVE,ADDRESS
|LBR| Game over.,ASSERTIVE,ASSERT
|LBR| #SFT Ende,UNSURE,UNSURE
Klar das der Ferkelfunk es als erwiesen ansieht...,EXPRESSIVE,COMPLAIN
👊,EXPRESSIVE,expressEMOJI
Hahaha!,EXPRESSIVE,REJOICE
Diese sogenannten Comedians sind ganz große Krüppel,EXPRESSIVE,COMPLAIN
MDR =Aktuelle Kamera.,ASSERTIVE,ASSERT
|LBR| Dann richtig wach.,COMMISSIVE,COMMISSIVE
@Tigerelch @marcobuelow,DIRECTIVE,ADDRESS
@IAMMASCHO @RAIMINEM,DIRECTIVE,ADDRESS
"Die staatliche Förderung, für die Aufnahme von #Goldstücken hat der korrupte Bürgermeister ja bestimmt gierig eingesteckt",ASSERTIVE,ASSERT
@LennartPfahler,DIRECTIVE,ADDRESS
"Nicht hilfreich um wieder auf die Beine zu kommen (insbesondere, wenn es so etwas wie ein Sanktions-Regime gibt).",UNSURE,UNSURE
#maischberger,OTHER,OTHER
|LBR| Nasser Sommer = Klimawandel,ASSERTIVE,ASSERT
@DatFlug,DIRECTIVE,ADDRESS
🙃,EXPRESSIVE,expressEMOJI
"Biermann ist ein LUMP der mit der Freiheit schon immer Geld verdienen wollte,",ASSERTIVE,ASSERT
#Grüne,OTHER,OTHER
"kann ich nicht,",UNSURE,UNSURE
Deutsche Rentner müssen Flaschen sammeln und die Grünen labern was von Klimaschutz.,EXPRESSIVE,COMPLAIN
"Als FDJ Funktionärin weiss sie doch,wie das geht.",UNSURE,UNSURE
@GewaschenerK,DIRECTIVE,ADDRESS
"hab so wenig @Bierkrawalle, @jogginghosenafa und @bullenschubser in der TL und das muss sich ändern.",ASSERTIVE,ASSERT
andere müssen auch 2 oder 3 Jobs haben um wenigstens die Miete Zahlen zu können.,ASSERTIVE,ASSERT
Schaut euch einfach die dummen Köpfe an...,DIRECTIVE,REQUIRE
"Konkret geht es geht um den Paragraphen 219a, das Werbe- und Informationsverbot für Abtreibungen.",ASSERTIVE,ASSERT
USA Waffen selbstversändlich.,UNSURE,UNSURE
@wolfssanguis,DIRECTIVE,ADDRESS
Was ist mit den beiden Toten?,DIRECTIVE,REQUEST
ich habe nur Verachtung für euch übrig...,EXPRESSIVE,COMPLAIN
👍🏻,EXPRESSIVE,expressEMOJI
@begenrogenschaf,DIRECTIVE,ADDRESS
Die Sozis haben intellektuell komplett kapituliert!,ASSERTIVE,ASSERT
#fcsp,OTHER,OTHER
schau dir d armen proletarischen Schweine an ..,DIRECTIVE,REQUEST
"|LBR| Mal wieder Doppelte Standards bei unseren ""unabhängigen""Propagandaschleudern...",EXPRESSIVE,COMPLAIN
@Quatrofinia @ulschzi @Tinimaus1110,DIRECTIVE,ADDRESS
St. Pauli war 2/3 des Spiels die bessere Mannschaft.,ASSERTIVE,ASSERT
"arbeitsverweigerung ist vielleicht kein sehr weit gedachtes politisches ideal, dafür aber eine verdammt geile attitude",EXPRESSIVE,REJOICE
@IQ_Stimulator @krippmarie,DIRECTIVE,ADDRESS
Hat uns alles IM Erika mitsamt der abgefuckten GROKO eingebrockt,UNSURE,UNSURE
"That's not how things work,",ASSERTIVE,ASSERT
"Brich endlich zusammen, du Mannessystem!!",DIRECTIVE,REQUIRE
@forschungstorte,DIRECTIVE,ADDRESS
😞,EXPRESSIVE,expressEMOJI
Wer kauft den denn?,DIRECTIVE,REQUEST
"Solang die Gefahr besteht den Drachen zu erfassen, wird sich kein Balken dieses Hauses in Bewegung setzten leider.",ASSERTIVE,PREDICT
Hausschuh.,ASSERTIVE,ASSERT
@Superliebling @China_Welt_News,DIRECTIVE,ADDRESS
🐰😅,EXPRESSIVE,expressEMOJI
das ist billig,EXPRESSIVE,COMPLAIN
"Die sogenannte Umwelthilfe kann sich ins Knie ficken, multipel und knochentrocken",EXPRESSIVE,COMPLAIN
wir sehen die Jetzigen interessiert doch gar nicht was jeden Tag passiert,ASSERTIVE,ASSERT
Wir hätten die Mauer auf West Seite 10Meter höher bauen sollen.,ASSERTIVE,ASSERT
"Psst, ich verrate Euch ein Geheimnis aus der Frauenwelt.",ASSERTIVE,ASSERT
ein #Tatort mit der Presswurst #Saalfeld geht gar nicht,EXPRESSIVE,COMPLAIN
"Möglicherweise bin ich der Einzige, der den heterosexuellen Mann vor dem Feminismus retten kann.",ASSERTIVE,GUESS
|LBR| Empathielos.,ASSERTIVE,ASSERT
😂 😂 😂,EXPRESSIVE,expressEMOJI
@lowkacs,DIRECTIVE,ADDRESS
@wiesengrind @Stahlnippel,DIRECTIVE,ADDRESS
Und der Islam heute die Macht hätte.,ASSERTIVE,ASSERT
werde auf dem weg nach brandenburg im zug von den alten provinzfaschos begrüßt.,ASSERTIVE,ASSERT
Eine Scheiß Moral haben die Grünen.,EXPRESSIVE,COMPLAIN
#FCSP,OTHER,OTHER
Ich hoffe ihr macht mal viele Deutsche Kinder und pflegt eure Kultur und Tradition,EXPRESSIVE,WISH
#Maischberger,OTHER,OTHER
|LBR| Nazi .,ASSERTIVE,ASSERT
Wenn ihr mal wieder in den arsch g'fickt werded immer schon ein kissen unters becken um die wirbelsäule zu entlasten,DIRECTIVE,SUGGEST
#Habeck #Grünen: „Angst vor unserem Hartz IV und dem Abstieg zermürbt auch die Mittelschicht“,ASSERTIVE,ASSERT
@Harald70199 @helllud123,DIRECTIVE,ADDRESS
|LBR| Und das was ihr da seht sind keine politischen Aktivitäten...,ASSERTIVE,ASSERT
@Todespuschel @HANKA_MOODY,DIRECTIVE,ADDRESS
"lass mal mehr dosenpfand machen,",DIRECTIVE,REQUIRE
@Klages_an @Tagesspiegel @KitakriseBerlin,DIRECTIVE,ADDRESS
"wie gut das der Stempel noch frisch ist, dann kann man das toitsch sein sogar noch riechen...",EXPRESSIVE,REJOICE
Du nennst es ein recht sein Leben in d Produktion zu vergeuden .. langsam vor d Hunde zu gehen ..,ASSERTIVE,ASSERT
🖕🏻,EXPRESSIVE,expressEMOJI
🤔 |LBR|,EXPRESSIVE,expressEMOJI
"also mir gefällt sie besser als jede die ich je gelesen hab""",EXPRESSIVE,REJOICE
Suizid?,DIRECTIVE,REQUEST
Weil er Dinge Fotografieret hat die keiner sehen sollte ä!,ASSERTIVE,ASSERT
#krone18,OTHER,OTHER
Vielleicht will der fette Altmeier ja mit einer GESTAPO 2.0 die Wählen überwachen und Nicht-CDU Wähler mit Hausarrest belegen.,ASSERTIVE,GUESS
Die Anhänger des Merkel-Regime #CDU und Ihre #linksfaschistischen Wähler.,UNSURE,UNSURE
@MiriamWoelke,DIRECTIVE,ADDRESS
Will uns der Innenminister eigentlich für dumm verkaufen,DIRECTIVE,REQUEST
Ich kann nicht mehr!,ASSERTIVE,ASSERT
@myassrelaxed,DIRECTIVE,ADDRESS
"|LBR| Voraussetzung dafür war, dass er den Vorsitz abgibt.",ASSERTIVE,ASSERT
|LBR| Die radikalisierte Turbohetzerin vom ultrarechten Rand...,UNSURE,UNSURE
"Die deutsche Synchro ist in 90% einfach perfekt und die restlichen 10% fallen auf einzelne Sätze von ""Statisten"".",ASSERTIVE,ASSERT
War ja klar!,UNSURE,UNSURE
Hinter dem Kapital steht der Faschismus!,UNSURE,UNSURE
"Du suchst Dir auch nur Frauen in Burka aus, oder?",DIRECTIVE,REQUEST
Danke #Polizei für euren Einsatz im #HambacherForst,EXPRESSIVE,EXCLUDED
@focusonline,DIRECTIVE,ADDRESS
🙄,EXPRESSIVE,expressEMOJI
Der billige Stricher kann nur noch mit Lügen argumentieren.,EXPRESSIVE,COMPLAIN
deal with it.,DIRECTIVE,REQUIRE
Kein Wunder das Bewegungen wie zB Afd usw soviel Zulauf haben .,ASSERTIVE,ASSERT
TOLL,EXPRESSIVE,COMPLAIN
führen die Schlepperbanden Passagierlisten?,DIRECTIVE,REQUEST
@slart_bart,DIRECTIVE,ADDRESS
|LBR| Wenn Andrea Nahles jetzt den SPD-Vorsitz an ihre Nachfolgerin Kevin Kühnert übergibt...,OTHER,OTHER
Keine Ängste.,ASSERTIVE,ASSERT
Und sie haben keinerlei Lobby.,ASSERTIVE,ASSERT
Befürchte.,UNSURE,UNSURE
da brauchte ich mir die strunzdummen @HeikoWasser und @KaiEbel nicht anzuhören,EXPRESSIVE,REJOICE
Ich würde jeden mit Migrantehintergrund rausschmeißen!,UNSURE,UNSURE
@BR_Presse,DIRECTIVE,ADDRESS
"Das ist seit 1945 nicht mehr der Fall,",UNSURE,UNSURE
"dann läuft es aus,",ASSERTIVE,ASSERT
Stimmt das?,DIRECTIVE,REQUEST
@poothverona sieht mit ihrem Schlauchboot im Gesicht nur noch richtig scheiße aus und sollte besser nur noch zu Halloween auftreten,DIRECTIVE,SUGGEST
"Und du bist ein Arschloch, nicht aufgrund deiner Herkunft, einfach nur weil du ein ignorantes Arschloch bist.",EXPRESSIVE,COMPLAIN
@argonerd,DIRECTIVE,ADDRESS
"Ich arbeite in einem Beruf, wo ich tatsächlich arbeiten muss und nicht das Steuergeld anderer Leute verschwende.",ASSERTIVE,ASSERT
"Bei dem ist immer Mittwoch, auch dienstags.",ASSERTIVE,ASSERT
Liberale sind Nazis im Wartestand.,ASSERTIVE,ASSERT
Wie sagt der BWLer?,DIRECTIVE,REQUEST
Haben viele Zwerge so an sich.,ASSERTIVE,ASSERT
Nette Zusammenfassung,UNSURE,UNSURE
ist ja leider nicht nur in berlin so.,EXPRESSIVE,COMPLAIN
@vonBeutelratte @MENA_WATCH @AlbertBartenst1 @BSchuller @berlinpapers @palactnet @Ilona_GR_DE @czsystuvx @SDGMasterglass @Netzengel @TiloJung @JungNaiv,DIRECTIVE,ADDRESS
@aufklaerer2017 @Dr_Tati_vanT,DIRECTIVE,ADDRESS
@TeddyTria,DIRECTIVE,ADDRESS
@SWagenknecht,DIRECTIVE,ADDRESS
@hejasolar @Siglo76,DIRECTIVE,ADDRESS
"Naja, Bochum hat eben das ""unabsteigbar""immer noch nicht überwunden",ASSERTIVE,ASSERT
Das Element soll sich um seine pädophilen Freunde kümmern!,UNSURE,UNSURE
Die Punkte von heute haben wir letzte Woche schon gebucht...,ASSERTIVE,ASSERT
Putin ist der einzigste freie Geist in Europa!,ASSERTIVE,ASSERT
"Ähm, Frage,",ASSERTIVE,ASSERT
Wenn Sie sich Schuldig fühlen wollen ist das ihre Privat Sache.,ASSERTIVE,ASSERT
"Das LINKSGRÜNE ""PACK""(frei nach S.Gabriel) quietscht sofort los wenn Leistungseinschränkung diskutiert wird ???",DIRECTIVE,REQUEST
@AssetsKater72 @SteinbachErika,DIRECTIVE,ADDRESS
ich glaub ich muss kotzen!,ASSERTIVE,GUESS
@ainyrockstar,DIRECTIVE,ADDRESS
#Assad ist noch viel harmloser als #Türken,ASSERTIVE,ASSERT
@AcarLukas @allesevolution,DIRECTIVE,ADDRESS
"Danke dafür,",EXPRESSIVE,EXCLUDED
Bei Antifaschisten muss doch was in der Erziehung erheblich falsch gelaufen sein oder was meint ihr ?,DIRECTIVE,REQUEST
Regensburg hatte nur Glück ...,ASSERTIVE,ASSERT
@AfD_HD,DIRECTIVE,ADDRESS
"Das hat die Haft aus ihm gemacht,",ASSERTIVE,ASSERT
Wollte nicht als Klugscheissender da stehen,UNSURE,UNSURE
"|LBR| ""Bewerbung ist jetzt recht scheiße geworden aber eingentlich schon besser als alles andere",ASSERTIVE,ASSERT
"Wie groß muss die Verzweiflung der Altparteien sein, wenn der Verfassungsschutz von der Leine gelassen wird, weil die AfD den deutschen Nationalstaat erhalten will?",DIRECTIVE,REQUEST
"Trinkspiel: Immer wenn @der_Seehofer mit Rücktritt droht, einen heben.",DIRECTIVE,SUGGEST
👊🏻,EXPRESSIVE,expressEMOJI
"Warum glauben Künstler und Intellektuelle eigentlich immer, ihr Fortzug wäre ein Verlust?",DIRECTIVE,REQUEST
@_a_c_a_t_,DIRECTIVE,ADDRESS
Cock oder Kloake?,DIRECTIVE,REQUEST
Sehr gefährlich und ignoriert.,EXPRESSIVE,COMPLAIN
die scheiß schmarotzenden Ossis braucht kein Mensch,EXPRESSIVE,COMPLAIN
\U261D\UFE0F,EXPRESSIVE,expressEMOJI
Ob von Merkel oder Schulz?,DIRECTIVE,REQUEST
Scheiß die Wand an.,UNSURE,UNSURE
#CDUbpt18,OTHER,OTHER
"Ein ECKBALLTOR , jetzt kann ich beruhigt sterben...",UNSURE,UNSURE
@AcarLukas @allesevolution,DIRECTIVE,ADDRESS
@lowkacs,DIRECTIVE,ADDRESS
Schweinskram hat er gemacht,EXPRESSIVE,COMPLAIN
@MmeJoie,DIRECTIVE,ADDRESS
"|LBR| Der Kopf sagt: halt's Maul, peinlicher alter Esel, ist schon ums Eck.",ASSERTIVE,ASSERT
ein bester Tweet und er hat 2 Likes,ASSERTIVE,ASSERT
Wegen der Kopfwindel?,DIRECTIVE,REQUEST
"Deswegen ist es so wichtig, Alles dafür zu tun, dass sie gerecht gelöst wird.",ASSERTIVE,ASSERT
"Ich bemerke in unseren Medien eine Strategie, die FDP gleich der AfD, zum Abschuss freizugeben.",ASSERTIVE,ASSERT
@welt,DIRECTIVE,ADDRESS
wie mich dieses autoritäre identitäre gehabe einfach nur noch abfuckt.,EXPRESSIVE,COMPLAIN
\U270C🏻,EXPRESSIVE,expressEMOJI
"Das wird nichts verändern,",ASSERTIVE,PREDICT
|LBR| Verfluchte Scheisse...,EXPRESSIVE,COMPLAIN
@MENA_WATCH @vonBeutelratte @Ski3989 @SDGMasterglass @AlbertBartenst1 @BSchuller @berlinpapers @palactnet @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv,DIRECTIVE,ADDRESS
🖕🏻,EXPRESSIVE,expressEMOJI
"Flüchtlingen helfen, bedeutet auch, mal so nebenbei das Leben zu verlieren.",ASSERTIVE,ASSERT
@Eddie_1412,DIRECTIVE,ADDRESS
Gar alle?,DIRECTIVE,REQUEST
Und anscheinend hätte der Terrorist in #Strassburg heute morgen aufgrund anderer Straftat verhaftet werden sollen.,ASSERTIVE,ASSERT
@weidenkatzl,DIRECTIVE,ADDRESS
passt aber zur beschissenen Lage,EXPRESSIVE,COMPLAIN
@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Mohrenpost,DIRECTIVE,ADDRESS
Fast die Hälfte der Stimmen für Merz ...,ASSERTIVE,ASSERT
@AndreaSchlegel3,DIRECTIVE,ADDRESS
"Was für eine widerliche UN-Kultur,...",EXPRESSIVE,COMPLAIN
Gibt es echt so viele Naivlinge?,DIRECTIVE,REQUEST
schätze 80% sind gegen den Migrationspackt,ASSERTIVE,GUESS
Ich muss nicht erst jeden einzelnen Text einer Person oder eines Zweiges gelesen haben um mir eine Meinung bilden zu können oder die Verwertbarkeit der Arbeiten und damit das Existenzrecht der Fachrichtung anzuzweifeln.,ASSERTIVE,ASSERT
"Ich würde anderen Juden in MS raten, bei Bedarf lieber in andere Stadt zur Polizei zu fahren.",DIRECTIVE,SUGGEST
#shameonyouwalde,OTHER,OTHER
ihr Schweine,EXPRESSIVE,COMPLAIN
Sie sollten dringend ärztlichen Beistand suchen.,DIRECTIVE,SUGGEST
"Setz dir mal keinen falschen Lorbeerkranz auf die schmierige Frisur, Mohammed!!",DIRECTIVE,REQUIRE
#SchöneBrüste,OTHER,OTHER
Dein Umfeld verwundert doch etwa.,ASSERTIVE,ASSERT
An Verbrechen gibt es da ja wohl genug!!,ASSERTIVE,ASSERT
Dann starben die glücklicherweise aus.,EXPRESSIVE,REJOICE
Faule Sau,EXPRESSIVE,COMPLAIN
@ThomasWalde @ZDF,DIRECTIVE,ADDRESS
|LBR| Nicht nur die May auch das Deutsche Volk..,EXPRESSIVE,COMPLAIN
Knecht von Google.,UNSURE,UNSURE
🖕🏻,EXPRESSIVE,expressEMOJI
#Giffey,OTHER,OTHER
"Wenn ich die gesamten deutschfeindlichen Labereien von Oppermann, Stegner usw. hier aufführen würde, knallte der Server durch!",ASSERTIVE,PREDICT
@Louiecrit,DIRECTIVE,ADDRESS
#Maischberger,OTHER,OTHER
Och Menno ....,EXPRESSIVE,COMPLAIN
Das erspart teure Abschiebungen.,ASSERTIVE,ASSERT
Einfach nur peinlich wie sich sogenannte Aktivisten im #hambibleibt benehmen.,EXPRESSIVE,COMPLAIN
@haut_drauf @ibikus31,DIRECTIVE,ADDRESS
Das sind Analphabeten,ASSERTIVE,ASSERT
"Packung passt in jede Jackentasche, falls mediz. Versorgung bei Terror/Unfall auf sich warten lässt.",ASSERTIVE,ASSERT
SED treu.,ASSERTIVE,ASSERT
Du eiskalte geile Sau!,EXPRESSIVE,REJOICE
Gedanken zum Sonntag,ASSERTIVE,ASSERT
|LBR| Psychoterror mit Worten.,ASSERTIVE,ASSERT
@Einzelfallinfos @ibikus31,DIRECTIVE,ADDRESS
@Bushman_McScrub @petrapebs @MarkusAlbrech16 @welt,DIRECTIVE,ADDRESS
der soll erst seine Strafe absitzen und deutscher Knast ist kein Urlaub.,DIRECTIVE,REQUIRE
@bicyclo222octan @Schlawino,DIRECTIVE,ADDRESS
Ich will dieses Arschloch nicht auf freiem Fuß wissen...egal in welchem Land..!,EXPRESSIVE,COMPLAIN
Immer schon.,ASSERTIVE,ASSERT
"Einfach nur ekelhaft, widerlich und demnächst unter 5%",EXPRESSIVE,COMPLAIN
@Sakoelabo @Padit1337 @SawsanChebli,DIRECTIVE,ADDRESS
Wir Deutsche wollen und können dieses Dummgelaber der Pest (Merkel) und Cholera (Schulz) nicht mehr hören!,EXPRESSIVE,COMPLAIN
die reden und hetzen wie zuzeiten von 1933 bis 1945!,ASSERTIVE,ASSERT
🤔,EXPRESSIVE,expressEMOJI
Die Umwelt rantasten und Asylanten Fürsprecher werden dafür noch büßen.,UNSURE,UNSURE
Der Film geht mit einem Auto.,UNSURE,UNSURE
#Frauenhäuser hoffnungslos überfüllt.,ASSERTIVE,ASSERT
|LBR| Wut ja.,ASSERTIVE,ASSERT
|LBR| Ende der Durchsage.,ASSERTIVE,ASSERT
@APVogt @ChrisIsHere9 @GeorgKleine @Mont1701 @ihrseiddort @WildeGesellin,DIRECTIVE,ADDRESS
#Morgenmagazin,OTHER,OTHER
Die Inquisition?,DIRECTIVE,REQUEST
@jazzlover2021 @Steffmann45 @DerGermane2,DIRECTIVE,ADDRESS
Der Mensch hinter dem Account ist in Herdecke aufgewachsen.,ASSERTIVE,ASSERT
ganz locker.,UNSURE,UNSURE
@tagesschau,DIRECTIVE,ADDRESS
"Wenn diese am Ziel sind, werden die Damen unter das Kopftuch ""entsorgt""",ASSERTIVE,PREDICT
"Klar, was fragen Sie denn so doof.",UNSURE,UNSURE
"|LBR| Ist es denen nicht langweilig mit Weihnachtsmärkten so ganz ohne Barrieren, Polizisten und Nagelbomben?",DIRECTIVE,REQUEST
Die ganze Politik von Grünen und anderen Parteien CDU SPD sind alles Menschen die eigendlich die Deutsche Bevölkerung für dumme hält,ASSERTIVE,ASSERT
es traf ja nur die Nachbarn...,EXPRESSIVE,COMPLAIN
🙃,EXPRESSIVE,expressEMOJI
Warum beantragt dieses Objekt der Zersetzung nicht Asyl im gelobten Land?,DIRECTIVE,REQUEST
Ja feiert euch schön Ihr Schmarotzer und Parasiten.,DIRECTIVE,REQUIRE
"Wer drüber über maxi ist bekommt noch,",ASSERTIVE,ASSERT
#fcsp,OTHER,OTHER
Ferkel kann sagen Ziel vollkommen erreicht...,ASSERTIVE,ASSERT
"Ich möchte mich bei allen #SPD #Grünen Politiker Mitgliedern recht herzlich bedanken,",EXPRESSIVE,EXCLUDED
|LBR| Milder Winter = Klimawandel,ASSERTIVE,ASSERT
Und der kennt sich aus mit Scheiße aus der Kloschüssel,ASSERTIVE,ASSERT
@SPIEGELONLINE,DIRECTIVE,ADDRESS
Freiheit für alle kurd. polit. Gefangenen!,DIRECTIVE,REQUIRE
Selten son Dreck im Fernsehen gesehen wie diese #krone18,EXPRESSIVE,COMPLAIN
Wie schwer von Begriff kann man sein.,DIRECTIVE,REQUEST
"Wer von euch baut schon an der 1:1 #Tumblr-Kopie, nur dass Mumus und Penen erlaubt sind?",DIRECTIVE,REQUEST
@ChrisGoldapp @marteimer,DIRECTIVE,ADDRESS
👍🏻,EXPRESSIVE,expressEMOJI
Das sind dann die Vollverschleierten!,UNSURE,UNSURE
Das ist mal wieder Sozial Politik der SPD für Reiche Schmarotzer.,EXPRESSIVE,COMPLAIN
Paragrafen 219a,UNSURE,UNSURE
".... die beide mehr Ahnung vom Nahost-Konflikt haben als das gesamte MENA-Watch-Troll-Team, das ein zionistischer Stahlbaron zum Lügen, Betrügen und Verleumden durchfüttert...",ASSERTIVE,ASSERT
Jakarta nur Drecks Islamisten !!!,EXPRESSIVE,COMPLAIN
kannst dich ja aufhängen,DIRECTIVE,SUGGEST
denn bluten sie nicht.,ASSERTIVE,PREDICT
@66Norweger66,DIRECTIVE,ADDRESS
Jetzt wird Seehofer für die Schlappe von cdu/csu verantwortlich gemacht.,ASSERTIVE,ASSERT
"Niemand, der vor Krieg flüchtet, lässt seine Familie in einem Kriegsgebiet zurück.",ASSERTIVE,ASSERT
"Interessant wäre auch, wieviele Ehefrauen ein Mann nachholen darf.",ASSERTIVE,ASSERT
"allein der Begriff ""Werbeverbot""unterstellt einerseits Geldgier bei den Ärzten und |LBR| Leichtfertigkeit bei den Frauen.",ASSERTIVE,ASSERT
@StZ_NEWS,DIRECTIVE,ADDRESS
#Islamisierung,OTHER,OTHER
"Das lenkt von den Verbrechen gegen die Menschlichkeit, die die Zionisten in Palästina begehen, ab und sichert nebenbei Fördergelder...",ASSERTIVE,ASSERT
@allesVersuch,DIRECTIVE,ADDRESS
Dank der Gender Studies bekommen unqualifizierte Frauen eine berufliche Perspektive auf Kosten der Steuerzahler.,EXPRESSIVE,COMPLAIN
Eine osmanische rassistische Bitch und ein blonder Mann.,UNSURE,UNSURE
In Syrien etc. ist Polygamie ja legal.,ASSERTIVE,ASSERT
@Bea76190653 @Tapetenlama,DIRECTIVE,ADDRESS
@er1k_w @Ralf_Stegner,DIRECTIVE,ADDRESS
Kandel war der Beginn.,ASSERTIVE,ASSERT
Die Rechnung wurde bereits von Daniel getilgt.,ASSERTIVE,ASSERT
|LBR| Aber was erwarte ich von moralisch minderbemittelten Rechtsradikalen mit Vorliebe für Kolonialismus und Völkermord?,DIRECTIVE,REQUEST
:-(,EXPRESSIVE,expressEMOJI
@ZDFheute,DIRECTIVE,ADDRESS
😂 😂 😂,EXPRESSIVE,expressEMOJI
😂,EXPRESSIVE,expressEMOJI
Gibt es soviel Ganja auf der Welt um so stoned zu werden und diese Idee zu kreieren?,DIRECTIVE,REQUEST
Ich hatte allerdings mit mehr Demonstranten gerechnet.,ASSERTIVE,ASSERT
Aber nur weil man es will ist es nicht so.,ASSERTIVE,ASSERT
der Islam sieht dafür die Todesstrafe vorher.,ASSERTIVE,ASSERT
Ja!,ASSERTIVE,AGREE
"|LBR| Arme Deutsche Bürger,",UNSURE,UNSURE
@43ermilch,DIRECTIVE,ADDRESS
Da wird aus Scheiße Gold gemacht.,ASSERTIVE,ASSERT
Die Mühe und Tinte hätte er sich sparen können!,ASSERTIVE,ASSERT
@mdrkultur,DIRECTIVE,ADDRESS
"Ich finde Claudia #Roth auch ekelhaft, und ich gehe noch viel weiter.",EXPRESSIVE,COMPLAIN
#KeinVergessen,DIRECTIVE,REQUIRE
"31.01.92, Lampertheim: Eine Flüchtlingsunterkunft wird angezündet,",ASSERTIVE,ASSERT
👊🏻,EXPRESSIVE,expressEMOJI
gimme more ausgelutschte sponge gar memes und drüko emojis,UNSURE,UNSURE
|LBR| Ihre Lügen sind unsere Kraft,ASSERTIVE,ASSERT
sehr geil,EXPRESSIVE,COMPLAIN
"Die üblichen Verdächtigen, mit der zionistischen Lobby verbandelt, die sehr gut davon leben, immer neue Formen des ""Antisemitismus""zu erfinden.",UNSURE,UNSURE
"Auch wenn, du bleibst ein Arschloch.",EXPRESSIVE,COMPLAIN
@Sakoelabo @ThomasMichael71,DIRECTIVE,ADDRESS
Unschuldsvermutung.,ASSERTIVE,ASSERT
denkt man sich meinen dummen merkava joke weg hab ich keine politischen ideale mehr,UNSURE,UNSURE
Heute gelernt: Müller ist die Steigerungsform von Müll,EXPRESSIVE,COMPLAIN
LBR| Ein Mann tyrannisiert die Familie.,ASSERTIVE,ASSERT
"Das sind die so an Bahnhöfen und Grenzen bejubelten armen, vor Gewalt, Krieg und Terror fliehenden Menschen.",ASSERTIVE,ASSERT
"Leute,.... Die Statistik kommt vom staatstreuen, linksfaschistischen Schmierblatt Focus.",ASSERTIVE,ASSERT
Kommt aufs gleiche raus,ASSERTIVE,ASSERT
Habe eine Superfrau mit Hammerbrüsten daheim.,ASSERTIVE,ASSERT
haben mir jetzt eine station gesellschaft geleistet.,ASSERTIVE,ASSERT
"Es fängt ja schon mit dem ""unanbhängig""an.",ASSERTIVE,ASSERT
@MENA_WATCH @vonBeutelratte @palactnet @stefanolix @_lnnen_WT @SDGMasterglass @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva,DIRECTIVE,ADDRESS
"Genauer gesagt, die in Palästina errichtete zionistischen Kolonie namens ""Israel""...",UNSURE,UNSURE
War damals bescheuert.,EXPRESSIVE,COMPLAIN
"Eine Ratte die im Pferdestall geboren wird, ist auch niemals ein Pferd.",ASSERTIVE,ASSERT
Wir haben bestimmt mittlerweile auch n paar Kannibalen in D.,ASSERTIVE,GUESS
"An dem Tag an dem ihresgleichen rennen müssen, werde ich feiern.",ASSERTIVE,PREDICT
"muss Satire Mittwoch sein,",EXPRESSIVE,COMPLAIN
"Nun präsentiert NTV muslimische Migranten, die sich nicht mehr wohlfühlen und nur weg wollen, weil der Täter im Auto mal kein Moslem war.",ASSERTIVE,ASSERT
"Deutsche Anti-Lügenpresse Journos können auch weiterhin nix anderes als den Russen ""Lügenpresse""vorzuwerfen",EXPRESSIVE,COMPLAIN
|LBR| Dummheit hat einen Namen: @Die_Gruenen,ASSERTIVE,ASSERT
|LBR| Nur noch ein Tweet.,COMMISSIVE,COMMISSIVE
Das ich irgendwas X finde wenn ich nach X suche weiß ich selbst,ASSERTIVE,ASSERT
@SDGMasterglass @vonBeutelratte @Ski3989 @palactnet @stefanolix @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @guyelster @benabyad @GreatReturnMa @UNGeneva,DIRECTIVE,ADDRESS
wenn die eine Einigung haben können wir darüber Reden.,ASSERTIVE,ASSERT
nun kristallisieren sich die #Politiker und die #Parteien ohne Rückgrat heraus,ASSERTIVE,ASSERT
"Bitte gehen Sie weiter,",DIRECTIVE,REQUIRE
@Ollee3 @Ranzigeimme,DIRECTIVE,ADDRESS
"Ist ein reines Medienphänomen,",UNSURE,UNSURE
|LBR| Dafür sind die Proteste der Gelbwesten sind jetzt schon tabu auf Twitter.,ASSERTIVE,ASSERT
@PyunTama @ProEiszeitDeaf @AlexSta_ @hoppenina,DIRECTIVE,ADDRESS
"Mit Schimp und Schande, geteert und gefedert?",DIRECTIVE,REQUEST
»Und das - was ich eine besondere Sauerei finde - trotz Anwesenheit des Staatsanwalts.«,EXPRESSIVE,COMPLAIN
