text,sa_coarse,sa_fine_modified
@APVogt @ChrisIsHere9 @GeorgKleine @Mont1701 @ihrseiddort @WildeGesellin,DIRECTIVE,ADDRESS
"Ich würde ihnen gern eine arte Doku zum Thema zukommen lassen,",ASSERTIVE,ASSERT
"|LBR| man betrauert ertrunkende Menschen im Mittelmeer, während in Deutschland Menschen erfrieren.",EXPRESSIVE,COMPLAIN
Wenn ich nur seinen arroganten Duktus ertragen muss.,EXPRESSIVE,COMPLAIN
"Vielleicht hatte sie ihre Tage, oder so.",ASSERTIVE,GUESS
Wie steht es um die #Meinungsfreiheit in Deutschland?,DIRECTIVE,REQUEST
Stimmt das?,DIRECTIVE,REQUEST
#fcsp,OTHER,OTHER
@Ollowain_,DIRECTIVE,ADDRESS
|LBR| So geht Verachtung gegen das eigene Volk.,ASSERTIVE,ASSERT
"Als radikalisiert geführt,aber nicht als Gefährder eingestuft und 24/7 observiert.",ASSERTIVE,ASSERT
@AfD_HD,DIRECTIVE,ADDRESS
Endgegner gefunden.,ASSERTIVE,ASSERT
"Ich würde Herrn Voigts nun nicht als ""Journalisten"" bezeichnen...",UNSURE,UNSURE
@BR24,DIRECTIVE,ADDRESS
@HgnvonTraene,DIRECTIVE,ADDRESS
👊,EXPRESSIVE,expressEMOJI
Außer wir Nazis natürlich,EXPRESSIVE,COMPLAIN
Und dann hast Du noch den dümmsten Schiedsrichter aller Zeiten ...,ASSERTIVE,ASSERT
@Opposum5 @florianaigner @GerritMarsen,DIRECTIVE,ADDRESS
@Neuber_Forst @schweizok2 @RenateKuenast,DIRECTIVE,ADDRESS
sind soviel Moslems in dem Viertel wohnhaft?.,DIRECTIVE,REQUEST
In so ziemlich JEDEM ihrer Machwerke.,UNSURE,UNSURE
"deshalb immer Taqiyya im Hinterkopf halten,",DIRECTIVE,REQUIRE
Kürbissuppe nach Omas Rezept mit gegrillten Stückchen und Croutons drüber.,UNSURE,UNSURE
@Hobbit9797 @tagesschau,DIRECTIVE,ADDRESS
"Man setzt lieber die eigene Bevölkerung der Gefahr aus, Opfer eines Verbrechens zu werden, bevor man ausländische Straftäter abschieben mag.",EXPRESSIVE,COMPLAIN
"Deswegen ist es so wichtig, Alles dafür zu tun, dass sie gerecht gelöst wird.",ASSERTIVE,ASSERT
My ass ...,EXPRESSIVE,COMPLAIN
@161_kamikaze,DIRECTIVE,ADDRESS
"Fuck,",EXPRESSIVE,COMPLAIN
"Wieder ein Beispiel für angeblichen ""Antikapitalismus""von Rechts ...",EXPRESSIVE,COMPLAIN
die da #unten können ja verrecken,EXPRESSIVE,COMPLAIN
|LBR| Hört nicht auf ihr Gerede,DIRECTIVE,REQUIRE
des is so krass,ASSERTIVE,ASSERT
"da der nächste Messermord so sicher kommt wie Merkels Raute, ist die Welle nicht aufzuhalten",ASSERTIVE,PREDICT
"Wenn man nur genug scheiße baut, werden Ad Hominem Argumente auf einmal legitim:",ASSERTIVE,PREDICT
es werden paar hundert wenn es hoch kommt teilnehmen!,ASSERTIVE,PREDICT
"Der definiert sich - war ja klar - auch noch als ""Feminist""!",ASSERTIVE,ASSERT
sind nur noch Arbeitssklaven damt Reiche mehr Profit machen.,ASSERTIVE,ASSERT
"Die unterschiedlichen Hautfarben unterschiedlicher Kontinente,",UNSURE,UNSURE
"Prokrastination: |LBR| ""Betroffene leiden meist dauerhaft darunter, berichten teilweise, bereits zu Schulzeiten Probleme gehabt zu haben, und erleben dies auch in ihrem späteren Berufs- und Privatleben.""",ASSERTIVE,ASSERT
"Nee, oder?",DIRECTIVE,REQUEST
"...Dem Fehlschluss dass eine These bewiesen ist, wenn sie nicht zu 100% entkräftet werden kann.",ASSERTIVE,ASSERT
|LBR| TOLL,EXPRESSIVE,COMPLAIN
@SPIEGELONLINE,DIRECTIVE,ADDRESS
Nur noch ein Glas Wein.,COMMISSIVE,COMMISSIVE
@SWagenknecht,DIRECTIVE,ADDRESS
Und die Legalisierung der #Pädophile durch die #Grünen,UNSURE,UNSURE
"Für die von Ihnen kolonisierten Völker sind alle Europäer ""Weiße""...",ASSERTIVE,ASSERT
\U270C🏻,EXPRESSIVE,expressEMOJI
"Wenn es wenigstens ekstatische Wonne wäre, die zu hören ist.",EXPRESSIVE,WISH
Du wirst nicht sympathischer.,ASSERTIVE,ASSERT
"Von diesen 17 Mio sprachen wieviel D, waren wieviel arbeitsfähig und willig, mit unserer Kultur halbwegs vertraut, haben andere Religionen akzeptiert, haben Frauen respektiert,zeigten Empathie bei Kindern und Tieren, waren Menschen wie du und ich.",DIRECTIVE,REQUEST
"Deutschland wacht auf, Herr Restle.",ASSERTIVE,ASSERT
"Es wird nie möglich sein zu sagen, dieses oder jenes Ereignis ist Folge des Klimawandels und erst recht nicht Folge irgendeiner Emmissionsmenge.",ASSERTIVE,PREDICT
"Nich ausgeschlossen, bei Drache ist Typ 2 durch die Lebensweise wesendlich wahrscheinlicher.",UNSURE,UNSURE
Blendung Hubschrauberpilot G20 in #Hamburg.,ASSERTIVE,ASSERT
@hassanhadjali,DIRECTIVE,ADDRESS
was sonst....,DIRECTIVE,REQUEST
So wird man glaubwürdig.,ASSERTIVE,ASSERT
Faxe sind so schnell verschickt.,ASSERTIVE,ASSERT
Und Grenzen todsicher machen!,UNSURE,UNSURE
"Wirtschaftsweiser #Bofinger pocht auf Hartz-IV-Sanktionen,",ASSERTIVE,ASSERT
@JohannesNormann,DIRECTIVE,ADDRESS
Ich hätte auch gerne ne SUpiDupi Friedliche Welt.,EXPRESSIVE,WISH
Wie dumm u verblendet muss man sein um das nicht zu erkennen?,DIRECTIVE,REQUEST
😴🦄😠😡,EXPRESSIVE,expressEMOJI
"einer gewissen Sekte gefällt es in der Opferrolle bis die die Mehrheit stellt,",ASSERTIVE,ASSERT
Dick korreliert nicht mit sexueller Anziehung.,UNSURE,UNSURE
@anna_IIna @GiKi56534206,DIRECTIVE,ADDRESS
bei ein paar ahnungslosen Trotteln wird schon was davon hängenbleiben... womit sie sogar Recht haben.,EXPRESSIVE,COMPLAIN
es traf ja nur die Nachbarn...,EXPRESSIVE,COMPLAIN
Glaubst du immer noch an die Mafiabande und die Hollywood show in Berlin ⁉️,DIRECTIVE,REQUEST
Pfui Deibel,EXPRESSIVE,COMPLAIN
@SPIEGELONLINE,DIRECTIVE,ADDRESS
In Deutschland gibt es auch Terroranschläge.,ASSERTIVE,ASSERT
@AssetsKater72 @SteinbachErika,DIRECTIVE,ADDRESS
"Mh, mal überlegen,",ASSERTIVE,ASSERT
Du hast noch den Endsatz vergessen:,ASSERTIVE,ASSERT
So ein Irrsinn.,UNSURE,UNSURE
Weiter so.,DIRECTIVE,REQUIRE
"aber bei ihnen ist es verlorenes Hoffen,",EXPRESSIVE,COMPLAIN
🌹👍🏻,EXPRESSIVE,expressEMOJI
"#incel""",OTHER,OTHER
|LBR| Wers begreift wird zum Nazi erklärt.,ASSERTIVE,ASSERT
btw sorry ob meiner polemik im ausgangstweet,EXPRESSIVE,EXCLUDED
"Klüngelei, Bedrohungen und Beleidigungen, Minderjährige Buben übernachten bei ihm und Alk gibts auch.",ASSERTIVE,ASSERT
"Ja, die hätten besser ihre Pässe wegwerfen sollen,",UNSURE,UNSURE
@TomMayerEuropa,DIRECTIVE,ADDRESS
@Beatrix_vStorch @hrfernsehen,DIRECTIVE,ADDRESS
@winterfruitloop,DIRECTIVE,ADDRESS
Fazit.,ASSERTIVE,ASSERT
|LBR| Verloren.,ASSERTIVE,ASSERT
ist ja leider nicht nur in berlin so.,EXPRESSIVE,COMPLAIN
@liesche13761429 @Wahemue,DIRECTIVE,ADDRESS
|LBR| Ich könnte mitheulen.,EXPRESSIVE,COMPLAIN
#Polizei erschießt 74-Jährigen in #Bochum,ASSERTIVE,ASSERT
"muss Satire Mittwoch sein,",EXPRESSIVE,COMPLAIN
"Geh kacken,",UNSURE,UNSURE
🤔,EXPRESSIVE,expressEMOJI
In der Kolonie gibt es sogar Museeun für Terrorbanden wie die IRGUN.,ASSERTIVE,ASSERT
"Ich bemerke in unseren Medien eine Strategie, die FDP gleich der AfD, zum Abschuss freizugeben.",ASSERTIVE,ASSERT
@HolgerEwald1 @China_Welt_News,DIRECTIVE,ADDRESS
🤔 |LBR| 😂 😂 😂,EXPRESSIVE,expressEMOJI
@Snakecleaver @Metalwilli,DIRECTIVE,ADDRESS
"Das muss die ""Religion des Friedens sein""von dem alle, plötzlich so begeistert sind",ASSERTIVE,GUESS
Heute ist #HumanRightsDay Tag der Menschenrechte die es in Deutschland für Millionen Menschen seit der #SPD #CDU #CSU #Grünen #FDP Agenda 2010 Harz IV einführung nicht mehr gibt.,ASSERTIVE,ASSERT
Wenn ihr mal wieder in den arsch g'fickt werded immer schon ein kissen unters becken um die wirbelsäule zu entlasten,DIRECTIVE,SUGGEST
#cdu,OTHER,OTHER
Hyänen in Menschengestalt.,EXPRESSIVE,COMPLAIN
undemokratisch sind alle altpartein aber nicht die afd,ASSERTIVE,ASSERT
Hat einer gerufen Dumm -Deutsche bitte melden??,DIRECTIVE,REQUEST
"Nicht Euer Ernst, oder?",DIRECTIVE,REQUEST
Gibt es echt so viele Naivlinge?,DIRECTIVE,REQUEST
Das ich irgendwas X finde wenn ich nach X suche weiß ich selbst,ASSERTIVE,ASSERT
Schlimmste Gefahr für die Fortexistenz des Abendlandes momentan: Jugendwiderstand.,UNSURE,UNSURE
:(,EXPRESSIVE,expressEMOJI
wie wäre es mit mehr Polize,DIRECTIVE,REQUEST
Schulz fordert bei einem Teil der Abzuschiebenden die Aussetzung.,ASSERTIVE,ASSERT
Rechtsstaat.,ASSERTIVE,ASSERT
#Pechgehabt,OTHER,OTHER
"Das schlimme ist, gerade hier in Dortmund, das solche Situationen häufig und alltäglich sind !",EXPRESSIVE,COMPLAIN
@no_mic_for_men,DIRECTIVE,ADDRESS
"Das war eine NEUE Aufforderung an den letzten Busch-Afrikaner, seine Koffer zu packen!",ASSERTIVE,ASSERT
Ihre Haut sieht ja fürchterlich aus und dann das ständige blinzeln,EXPRESSIVE,COMPLAIN
"Weil die AfD den Ferkelfunk abschaffen will,",ASSERTIVE,ASSERT
Kann man stolz drauf sein auf unsrer Eltern und Großeltern.,ASSERTIVE,ASSERT
|LBR| Aber keine Trauer.,ASSERTIVE,ASSERT
Grüne Logik oder dogmatischer Kulturmarxismus für Idioten,DIRECTIVE,REQUEST
|LBR| Gefühle?,DIRECTIVE,REQUEST
|LBR| Auch einer der keine eigene Meinung hat!!,ASSERTIVE,ASSERT
"fragt die deutschen Staatsbürger,",DIRECTIVE,REQUIRE
Wenn Sie sich Schuldig fühlen wollen ist das ihre Privat Sache.,ASSERTIVE,ASSERT
Gibt es nivcht.,ASSERTIVE,ASSERT
Die einzigsten Fähigen Verbündeten Deutschlands wahren Finnland und Japan,ASSERTIVE,ASSERT
Einfach nur peinlich wie sich sogenannte Aktivisten im #hambibleibt benehmen.,EXPRESSIVE,COMPLAIN
@GeorgKleine,DIRECTIVE,ADDRESS
"Den ganzen Tag CNs über Tweets kommentieren und Nachmittags bisserl moralischen Schulterschluss mit Islamisten, weil die den Westen genauso hassen wie man selber.",ASSERTIVE,ASSERT
Was soll #ES im Militär?,DIRECTIVE,REQUEST
ein #Tatort mit der Presswurst #Saalfeld geht gar nicht,EXPRESSIVE,COMPLAIN
@jazzlover2021 @Steffmann45 @DerGermane2,DIRECTIVE,ADDRESS
#Brexit,OTHER,OTHER
nur noch beobachten.,DIRECTIVE,REQUIRE
"Ich kann gar nicht soviel essen, wie ich kotzen möchte.",EXPRESSIVE,COMPLAIN
Klarer Eingriff in die Wahlfreiheit und verfassungswidrig!,ASSERTIVE,ASSERT
@Namiimon @CayVL @mountainman1977 @zeitonline,DIRECTIVE,ADDRESS
Faule Sau,EXPRESSIVE,COMPLAIN
🖕🏻,EXPRESSIVE,expressEMOJI
#GenderDay,OTHER,OTHER
"um dies zu verhindern, wurden UN und internationales Recht geschaffen.",ASSERTIVE,ASSERT
Selbst Fußpilz ist beliebter als Merkel.,ASSERTIVE,ASSERT
"Ich hab den Sibel Schick Schock, weil mich Sibel Schick schockt",ASSERTIVE,SUSTAIN
@Korrupt,DIRECTIVE,ADDRESS
@MarcFelixSerrao @NZZ,DIRECTIVE,ADDRESS
"Wie groß muss die Verzweiflung der Altparteien sein, wenn der Verfassungsschutz von der Leine gelassen wird, weil die AfD den deutschen Nationalstaat erhalten will?",DIRECTIVE,REQUEST
|LBR| So geht linker Gutmenschen-Terror.,ASSERTIVE,ASSERT
|LBR| Was trennt Menschen von Tieren?,DIRECTIVE,REQUEST
"Nix darf man mehr, ey",UNSURE,UNSURE
gimme more ausgelutschte sponge gar memes und drüko emojis,UNSURE,UNSURE
dann musst du niemandem vorschreiben wo er hinzuschauen hat.,UNSURE,UNSURE
|LBR| Und das was ihr da seht sind keine politischen Aktivitäten...,ASSERTIVE,ASSERT
Claudi Roth mal wieder peinlich.,EXPRESSIVE,COMPLAIN
"Aus dem einfachen Grund,",UNSURE,UNSURE
Warum sollen Reiche keine Kita Gebrüren zahlen?,DIRECTIVE,REQUEST
"Wer nicht AfD wählt, trägt Mitschuld an dem was auf uns zu rast.",ASSERTIVE,ASSERT
Scheiß drauf,DIRECTIVE,REQUIRE
Pfui.,EXPRESSIVE,COMPLAIN
@mariebreizh56 @QueeniePi,DIRECTIVE,ADDRESS
@ThomasMichael71 @Sakoelabo,DIRECTIVE,ADDRESS
"deshalb sind die Führer treu und senden jeden Dreck,",ASSERTIVE,ASSERT
"|LBR| Es ist ""Supremacy"", sich selbst im Mittelfeld zu verorten?",DIRECTIVE,REQUEST
"Die einzigen Menschen die in D brennen, sind Obdachlose die von Fugees angezündet werden.",ASSERTIVE,ASSERT
@MENA_WATCH @vonBeutelratte @AlbertBartenst1 @Ski3989 @SDGMasterglass @BSchuller @berlinpapers @palactnet @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv @TheMossadIL,DIRECTIVE,ADDRESS
"Wie gesagt,  wenn alle Stricke reißen,  kaufe ich mir Kopftuch,  klebe Damenbarthaare an,  und melde mich beim Lageso.",ASSERTIVE,ASSERT
Wir haben Euch schon im 17. Jahrhundert davongejagt.,ASSERTIVE,ASSERT
Schweinskram hat er gemacht,EXPRESSIVE,COMPLAIN
Dann werden die Pickelgesichter bekommen was sie verdienen.,COMMISSIVE,COMMISSIVE
"Wer von euch baut schon an der 1:1 #Tumblr-Kopie, nur dass Mumus und Penen erlaubt sind?",DIRECTIVE,REQUEST
@MDRAktuell,DIRECTIVE,ADDRESS
#Offenburg,OTHER,OTHER
Du bist eine religiöse Fanatikerin.,ASSERTIVE,ASSERT
weg mit #Macron,DIRECTIVE,REQUIRE
@slart_bart,DIRECTIVE,ADDRESS
#fcsp,OTHER,OTHER
Der Staatsfunk hat halt einen politischen Auftrag.,UNSURE,UNSURE
🙏🏻,EXPRESSIVE,expressEMOJI
"Weil zu 99,7 % Kinder eben NICHT auf ihre Eltern SCHIEßEN !",ASSERTIVE,ASSERT
@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Mohrenpost,DIRECTIVE,ADDRESS
@haiderbekah,DIRECTIVE,ADDRESS
"Es gibt nicht ""islamistisch"",",ASSERTIVE,EXCLUDED
"Mal sehen, wann die dumme Göre, die Schlagzeilen mit Ihrem tragischen Ableben füllen wird?",DIRECTIVE,REQUEST
|LBR| Scheiß die Wand an ...,EXPRESSIVE,COMPLAIN
Einfach alles.,EXPRESSIVE,COMPLAIN
Du nennst es ein recht sein Leben in d Produktion zu vergeuden .. langsam vor d Hunde zu gehen ..,ASSERTIVE,ASSERT
"Meinen Segen habt Ihr,......",UNSURE,UNSURE
gott bekackte kack kacke,EXPRESSIVE,COMPLAIN
"Ach ja, ist ja kompliziert,",ASSERTIVE,ASSERT
😞,EXPRESSIVE,expressEMOJI
"Ansonsten: Antisemitismus-Keule nehmen, mit reichlich Vaseline bestreichen und vorsichtig rektal einführen,",EXPRESSIVE,COMPLAIN
Du sagst es.....,ASSERTIVE,AGREE
Suizid?,DIRECTIVE,REQUEST
Stimmt das?,DIRECTIVE,REQUEST
Täter werden jedoch nie präsentiert.,ASSERTIVE,ASSERT
Alles fürs eigene Volk hieß es damals noch!.,ASSERTIVE,ASSERT
@AcarLukas @allesevolution,DIRECTIVE,ADDRESS
Die Symtome sind seit Monaten da,UNSURE,UNSURE
@Alexplantsatree @griechenwoos2 @Die_Gruenen,DIRECTIVE,ADDRESS
@Bushman_McScrub @petrapebs @MarkusAlbrech16 @welt,DIRECTIVE,ADDRESS
@OehzenMiriam @NicksyNicky,DIRECTIVE,ADDRESS
Bei Flüchtlingen werden sogar Taxifahrten zu Aemtern bezahlt.,EXPRESSIVE,COMPLAIN
😡\U261D,EXPRESSIVE,expressEMOJI
"Wenn ich die blöden SPD Weiber sehe, allesamt nach Anatolien entsenden.",DIRECTIVE,REQUIRE
denn ich bin wie gesagt sehr kluk.,EXPRESSIVE,COMPLAIN
Du küsst bestimmt auch jeden.,ASSERTIVE,GUESS
Diese sogenannten Comedians sind ganz große Krüppel,EXPRESSIVE,COMPLAIN
"Sicher, dass er einfach nicht weiß, wie das geht?",DIRECTIVE,REQUEST
😂😂,EXPRESSIVE,expressEMOJI
"ich meine auf jeder größeren demo siehst du die jw fahnen,",ASSERTIVE,SUSTAIN
"Ist ein reines Medienphänomen,",UNSURE,UNSURE
Fast die Hälfte der Stimmen für Merz ...,ASSERTIVE,ASSERT
Siehe auch Berliner Polizei !,DIRECTIVE,REQUIRE
#Migrationsbericht,OTHER,OTHER
@lawyerberlin,DIRECTIVE,ADDRESS
Angela Merkel ist für mich die personifizierte Straftat !,EXPRESSIVE,COMPLAIN
@welt,DIRECTIVE,ADDRESS
#Tagesschau bejubelt #Katar &amp; sein #Islamisten-#Terror-#Propaganda-Sprachrohr ...,ASSERTIVE,ASSERT
Ist abgehört worden.,ASSERTIVE,ASSERT
@Louiecrit,DIRECTIVE,ADDRESS
"Bedient gleichzeitig auch die dreckigen, pädophilen in den höchsten Ämtern, wie Richter, Politiker!",EXPRESSIVE,COMPLAIN
"Schließlich haben alle ja ""Welcome Refugees""gerufen.",ASSERTIVE,SUSTAIN
@jogginghosenafa,DIRECTIVE,ADDRESS
An Verbrechen gibt es da ja wohl genug!!,ASSERTIVE,ASSERT
sollten wir nicht in Berlin und Brüssel stehen und die Banditen aus ihren Ämtern jagen?,DIRECTIVE,REQUEST
🛤,EXPRESSIVE,expressEMOJI
"Wenn ich ""Ralle"" höre oder sehe, dann empfinde ich förmlich die Auswirkungen von ""Lochfraß"" im Hirn (BSE)",ASSERTIVE,ASSERT
Nazi Medien und Merkel Vasallen hetzen weiter gegen den Präsidenten der Vereinigten Staaten!!,EXPRESSIVE,COMPLAIN
|LBR| Der hätte bei den Nazis einen genauso guten Blockwart abgegeben wie als IM bei Mielke.,ASSERTIVE,ASSERT
@AcarLukas @allesevolution,DIRECTIVE,ADDRESS
@_Rosenkavalier_,DIRECTIVE,ADDRESS
"Ich ärgere mich nur, dass Leute eine andere Ansicht als ich haben, weil ich sehr kluk bin)",EXPRESSIVE,COMPLAIN
"Seid ihr alle blind, taub und schwachsinnig?",DIRECTIVE,REQUEST
Die sozis können mir fern bleiben ...,ASSERTIVE,ASSERT
was soll man sagen,DIRECTIVE,REQUEST
Ist das Ihr Ernst?,DIRECTIVE,REQUEST
"AfD = Intellektuellenflügel der Bahamas,",ASSERTIVE,ASSERT
"Die Siedlerterroristen hatten bereits vor der Ausrufung der Unabhängige ihrer Kolonie 200.000 Einheimische vertrieben oder massakriert, bevor die Nachbarn eingriffen.",ASSERTIVE,ASSERT
"31.01.92, Lampertheim: Eine Flüchtlingsunterkunft wird angezündet,",ASSERTIVE,ASSERT
"That's not how things work,",ASSERTIVE,ASSERT
Die mutigen Journalisten von #AlJazeera -,ASSERTIVE,ASSERT
Fett gepamperte Zugpferde sämtlicher arabischer Islamlobbys.,UNSURE,UNSURE
Frauen haben bereits zwei Tage lang niemanden mehr der sexuellen Belästigung bezichtigt.,ASSERTIVE,ASSERT
👍🤗,EXPRESSIVE,expressEMOJI
Kleiderbügel.,ASSERTIVE,ASSERT
ich befürchte Sie und Hans und Franz werden nie angestarrt.,ASSERTIVE,ASSERT
danach wird so hart die Polizei gecalled,COMMISSIVE,COMMISSIVE
Und sie haben keinerlei Lobby.,ASSERTIVE,ASSERT
🤔,EXPRESSIVE,expressEMOJI
#isso,ASSERTIVE,ASSERT
2 - 3 nicht aufgenommene Asylbetrüger.,UNSURE,UNSURE
#Maischberger,OTHER,OTHER
"Möglicherweise bin ich der Einzige, der den heterosexuellen Mann vor dem Feminismus retten kann.",ASSERTIVE,GUESS
@Harald70199 @helllud123,DIRECTIVE,ADDRESS
Es ist ein perfektes Einfallstor für den Opferkult.,UNSURE,UNSURE
|LBR| Freie Fahrt für freie Bürger.,DIRECTIVE,REQUEST
@_a_c_a_t_,DIRECTIVE,ADDRESS
@liebkind666,DIRECTIVE,ADDRESS
@Jutta98811424 @GeorgKleine @sozi0815 @WildeGesellin,DIRECTIVE,ADDRESS
also aus faschoperspektive gesehen,ASSERTIVE,ASSERT
fuck ist eher bei weitem zu nett!,ASSERTIVE,ASSERT
@anna_IIna,DIRECTIVE,ADDRESS
@AcarLukas @allesevolution,DIRECTIVE,ADDRESS
"Die #EU steigt über jede Frauen-und Kinderleiche, solange der Profit rollt!",ASSERTIVE,ASSERT
Bezahlt mit Steuer Gelder.,UNSURE,UNSURE
Und wer mal drei Monate Hungern muss wird JEDEN Job anehmen für jeden Hungerlohn.,ASSERTIVE,PREDICT
"#jungfernstieg vergessen und wer sich die Polizei Berichte antut weiß wie es um die importierte Toitschenfeindlichkeit bestellt ist,",ASSERTIVE,ASSERT
Zusammen sind wir eine völlig normale Existenz!,ASSERTIVE,ASSERT
Genderstudies stehen in ihrer 20 jährigen Existenz stärker im Konflikt mit den existierenden Wissenschaften als alles davor.,ASSERTIVE,ASSERT
Wie lange geht so ein Handballspiel?,DIRECTIVE,REQUEST
@hassanhadjali,DIRECTIVE,ADDRESS
Warum beantragt dieses Objekt der Zersetzung nicht Asyl im gelobten Land?,DIRECTIVE,REQUEST
@AcarLukas @allesevolution,DIRECTIVE,ADDRESS
(orientierungslose Jugendliche in die Hände von Moslems treiben),ASSERTIVE,ASSERT
ein bester Tweet und er hat 2 Likes,ASSERTIVE,ASSERT
Das genügt mir.,ASSERTIVE,ASSERT
@RuFfRyDaH @mdrkultur @MDRAktuell,DIRECTIVE,ADDRESS
@polizei_nrw_ge,DIRECTIVE,ADDRESS
In Syrien etc. ist Polygamie ja legal.,ASSERTIVE,ASSERT
|LBR| Hokuspokus #Focus,OTHER,OTHER
🤣,EXPRESSIVE,expressEMOJI
\U270C🏻,EXPRESSIVE,expressEMOJI
Da wird aus Scheiße Gold gemacht.,ASSERTIVE,ASSERT
Und zu deinem Cartoon.,OTHER,OTHER
Was ist mit den beiden Toten?,DIRECTIVE,REQUEST
es gibt hier nix zu sehen ...,ASSERTIVE,ASSERT
"Ach, der kleine gierige Kriegsgewinnler mach dich tatsächlich nochmal die Futterluke auf.",EXPRESSIVE,COMPLAIN
Kataras und Tophs Sprecher sind Bae und Zuko klingt nicht als hätte ihn sein Vater zur Narbe auchnoch kastriert,ASSERTIVE,ASSERT
@IQ_Stimulator @krippmarie,DIRECTIVE,ADDRESS
arbeiten für den Tod ..,ASSERTIVE,ASSERT
Nette Religion fürwahr...,EXPRESSIVE,COMPLAIN
Aber nur weil man es will ist es nicht so.,ASSERTIVE,ASSERT
#SchöneBrüste,OTHER,OTHER
USA Waffen selbstversändlich.,UNSURE,UNSURE
Das würde diese Zicke keine zwei Minuten durchhalten.,ASSERTIVE,ASSERT
Aber hier denken die ja auch wir müssen die Wilden nur holen und sie sind geheilt.,ASSERTIVE,ASSERT
"""Das sind Profis.",ASSERTIVE,ASSERT
@Tigerelch @marcobuelow,DIRECTIVE,ADDRESS
Blinde Polizisten die nicht sehen können was der Alte Herr in der Hand hat aber gleichmal een abballern.,ASSERTIVE,ASSERT
Überlegungen zum Tag.,ASSERTIVE,ASSERT
St. Pauli war 2/3 des Spiels die bessere Mannschaft.,ASSERTIVE,ASSERT
Ein Widerling allererster Kajüte.,EXPRESSIVE,COMPLAIN
Gedanken zum Sonntag,ASSERTIVE,ASSERT
"Sie nährt sich aus einem total diffusen, ungerichteten Gefühl der Unzufriedenheit.",ASSERTIVE,ASSERT
"|LBR| Ich kann euch nur sagen, wenn in dreißig Jahren hier die Vereinigten Europäischen Emirate entstehen, werden Murat u. Aische über diese Pfadfinderscheiße herzhaft lachen.",ASSERTIVE,PREDICT
die reden und hetzen wie zuzeiten von 1933 bis 1945!,ASSERTIVE,ASSERT
Is'n Jugendfilm.,ASSERTIVE,SUSTAIN
SPD klammert sich an Antifa &amp; Mohammedkult als Resterampe zerbröckelnder Machtbasis.,ASSERTIVE,ASSERT
"Was für eine widerliche UN-Kultur,...",EXPRESSIVE,COMPLAIN
@MENA_WATCH @Kraehenbeisser @SDGMasterglass @stefanolix @_lnnen_WT @vonBeutelratte @palactnet @Ilona_GR_DE @czsystuvx @Netzengel @TiloJung @JungNaiv,DIRECTIVE,ADDRESS
@forschungstorte,DIRECTIVE,ADDRESS
Du drehst es Dir wie du es brauchst.,ASSERTIVE,ASSERT
|LBR| You've made my day.,ASSERTIVE,ASSERT
@welt @cem_oezdemir,DIRECTIVE,ADDRESS
@Der_Neponip @Pinky_pcww,DIRECTIVE,ADDRESS
"#Ausländerkriminalität #Bahnhofstreter, #Vergewaltiger, #Drogenverkäufer Bewährungsstrafe.",ASSERTIVE,ASSERT
who knows?!,DIRECTIVE,REQUEST
@MartinSchulz,DIRECTIVE,ADDRESS
Die BRD ist eine einzige Schande,EXPRESSIVE,COMPLAIN
|LBR| Was für eine #bunte kranke und perverse #Bereicherung,EXPRESSIVE,COMPLAIN
"Ach, und die Zionistischen Staatsterroristen bezahlen keine Hinterbliebenenrente, wenn einer ihrer Killer über die Wupper geht?",DIRECTIVE,REQUEST
2/2,OTHER,OTHER
@rspctfl @Innenwelttramp @ThomasMichael71 @ksemann2 @DrKassandraPari,DIRECTIVE,ADDRESS
"|LBR| „Times“ befand, die #Merkel #CDU habe #May „gedemütigt“.",ASSERTIVE,ASSERT
ich kotzt dieses Sandhausen soooooo an ...,EXPRESSIVE,COMPLAIN
"ihr Tweet zeigt welch Geistes Kind sie sind,",ASSERTIVE,ASSERT
Zeitverschwendung.,ASSERTIVE,ASSERT
@equilibrium1986 @Martin_Sellner @b_thaler,DIRECTIVE,ADDRESS
@afdkrefeld,DIRECTIVE,ADDRESS
Sie wollen -Deutsch.,ASSERTIVE,ASSERT
#fcsp,OTHER,OTHER
Wäre ich nur eine Kopftuchfrau aus Syrien gewesen..,EXPRESSIVE,COMPLAIN
"Achja ... und steckt euch euren - in Wahrheit RASSISTISCHEN - ""#diversity""-Scheißdreck sonstwohin ...",DIRECTIVE,REQUIRE
"Warum kein deutsches Themenmärchen,",DIRECTIVE,REQUEST
"einfach, schön.",EXPRESSIVE,REJOICE
Beifall.,EXPRESSIVE,REJOICE
"Den grauen Himmel ist man gar nicht gewohnt,",ASSERTIVE,ASSERT
"kenn mich nicht aus, aber ich glaub da gibts schon cash wie sau",ASSERTIVE,GUESS
"Niemand, der vor Krieg flüchtet, lässt seine Familie in einem Kriegsgebiet zurück.",ASSERTIVE,ASSERT
"|LBR| Vandalismus-Kampftruppe des Altparteienkartells in ""interventionistischen Linke""unter Tarnnamen ""Antifa"".",ASSERTIVE,ASSERT
"Klar, was fragen Sie denn so doof.",UNSURE,UNSURE
@guycalleddad,DIRECTIVE,ADDRESS
